"AAC_A","AAC_C","AAC_D","AAC_E","AAC_F","AAC_G","AAC_H","AAC_I","AAC_K","AAC_L","AAC_M","AAC_N","AAC_P","AAC_Q","AAC_R","AAC_S","AAC_T","AAC_V","AAC_W","AAC_Y","class"
-0.9299869846211335,-0.5523197165377605,-0.13779845753729478,0.3194522547874675,0.19927373721170813,0.6225609606524096,-1.1529647645777874,1.412400662170329,1.6663704313853531,0.05852015916301114,1.0904842110437716,0.9332985624930299,-0.7751225770152382,-1.46971201320855,-0.9526806976803666,0.23543482301236401,-0.7001277435144158,-0.2195813919578015,-1.0149779480902996,0.24109310310404403,"nonDRNA"
0.38067099329097226,-0.9266463037311057,-1.3467601548636323,-2.774646813735877,2.7778337456865168,-0.3950837035781334,-1.8711364554449461,1.152975252639371,-1.5114981789521944,3.410813573996529,0.7760990550901861,-1.2872994741526094,-0.7946625113767388,0.6567710344675011,-1.5452010196416717,0.07005871080507589,-2.0701453574196482,5.188309281883198,2.039093306539486,-1.102237209053234,"nonDRNA"
0.04087077679524134,-0.24038089387663936,0.8952110678776974,0.7852306091888313,0.9151721457342771,0.13015225215376,0.5819443762810783,1.257655681046599,-0.09498014945067063,-0.8553835685001809,1.1089774555116296,0.15046100579537344,-0.3501290046526024,-0.8754619560497631,-0.8099568245072055,-0.6534617801018107,0.022342482568421557,-0.04560099494414985,-1.0358248508522778,-0.4991093137989458,"nonDRNA"
0.9267784840876833,-0.23414211742341692,-0.02428092727191137,-0.7742951309943064,-0.3575361360836231,-0.6084608105942153,1.4130868949250932,-0.8314015641237448,-0.679843202204283,-0.6584215582279412,-0.15780979053664207,-0.028619481030887614,0.3435386651806656,0.4237317963660164,0.9632791755229779,-1.0669020606200315,-0.15426135047404937,1.2689175602701062,0.6006570159629999,0.8373672722758975,"RNA"
0.7417087233176864,-0.9266463037311057,-3.1800682686495807,-2.774646813735877,0.3185901386321361,-0.36635986224904576,-0.12008862490367218,-2.515391064587857,1.619040473359049,-1.0090139365125281,1.8117207452902329,0.11464490843012105,-1.3124707719565023,0.3712979677931818,8.099472834181034,0.0989995304413511,0.557505613000153,-0.2340797583756059,-1.3276814895199707,-2.205687108325284,"RNA"
0.7265390707955559,-0.7020503514150986,-0.5464615664926769,1.3092312578903653,-0.5762828720210748,-1.6999667810995558,-0.7737055570411983,-0.776785688433017,0.9564210609907947,-1.5723252858911334,1.0719909665759138,-1.2259004500978914,2.957004886031359,1.8627490916426865,0.4702330681975121,-0.343381569713145,0.4718795121310764,-1.0121587561311025,-0.09771422656326521,-1.081676030805929,"nonDRNA"
-0.4202866598775368,-0.6334238104296519,0.1516712446394338,1.130405639682699,1.1670623265107363,-0.05450101353323382,-0.9270231090240749,-0.05767665850509869,1.03755813189303,0.5824391064871687,-0.4721949464902281,-0.06955216373403307,-0.9949468385821191,-1.889182641791223,0.39670864868406547,-0.16973665189549225,-0.17031624438700146,0.6986484811698033,-0.3478770597070019,-0.5950614789530372,"nonDRNA"
-1.3426015332230927,-0.09688903545252368,1.8657859516467294,-0.5580408950222445,-0.20507628982418716,0.4214940713487942,-0.07974190069765183,1.1256673147940068,0.19914173256993223,-0.07541400782211176,1.4880889671027184,0.3909405166763527,-0.8532823144612404,-1.3881482798730302,0.2583097413646368,-0.20694627714213207,-1.7436958478562918,0.6938156923638686,-0.8690496287564534,2.365748188658923,"nonDRNA"
1.8035843998668464,-0.9266463037311057,0.730610648992891,1.2094216105186444,-0.7817722300229233,-0.0914316666706325,-0.660734729264342,0.4839307754279533,-0.13216797361419494,0.7872795971702977,-1.3783639254152693,-1.1900843527326392,-1.0584516252569958,-1.289106603679899,1.3828008633349973,-1.3604446597879682,-1.6473664843785805,0.9547862878843463,0.2358362176283838,0.04918877279586155,"nonDRNA"
-0.9906655947096569,0.2836763281940439,-0.9835040580144042,0.7145321089671957,4.1306817766134716E-4,0.9303164034640659,0.7352619282639548,-1.0453137439124294,0.344512317936437,1.2521099414127832,-1.0177456582920386,0.5290883207994688,-0.1644996282183476,0.09165088207139999,-0.286635956205615,-0.1945430687265857,1.2104046321268658,-2.1381985479139023,-0.6501571497556837,1.3308355502112241,"nonDRNA"
